Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3
,,,,,,,,6531,1231.432721,6965.87513,5175.872099
,,,,,,,,6532,1118.296462,6642.246336,4966.630175
,,,,,,,,6533,1073.137637,6511.217286,4806.888588
,,,,,,,,6534,1055.198998,6561.674838,4797.391041
,,,,,,,,6535,1014.632793,6818.394537,4872.646794
,,,,,,,,6536,1044.693006,7323.062694,5013.714786
,,,,,,,,6537,1068.572674,7940.524712,5203.961473
,,,,,,,,6538,1179.073957,8098.200098,5033.715711
,,,,,,,,6539,1138.598416,7949.069201,5042.730336
,,,,,,,,6540,1025.309359,7779.470487,4770.79727
,,,,,,,,6541,954.6043506,7574.295562,4549.235672
,,,,,,,,6542,879.2543209,7447.207248,4405.584412
,,,,,,,,6543,945.7627224,7393.473088,4401.995924
,,,,,,,,6544,1015.447977,7544.115687,4574.07582
,,,,,,,,6545,1155.256693,7856.38701,4933.593195
,,,,,,,,6546,1504.707327,8315.503525,5643.206076
,,,,,,,,6547,1892.299443,9213.373496,6443.565605
,,,,,,,,6548,2027.293889,9362.772204,6497.280133
,,,,,,,,6549,2038.319197,9125.488374,6228.618888
,,,,,,,,6550,2000.477367,8733.450911,5731.547909
,,,,,,,,6551,1952.429099,8528.069372,5505.315366
,,,,,,,,6552,1953.192959,8228.415422,5466.064049
,,,,,,,,6553,1968.870856,7750.940281,5235.901382
,,,,,,,,6554,1711.0765,7442.984123,5313.596647
,,,,,,,,6555,1477.68504,7081.155202,5154.166445
,,,,,,,,6556,1354.188106,6837.534261,4983.92319
,,,,,,,,6557,1330.101516,6851.839033,4915.263418
,,,,,,,,6558,1382.65541,7284.787234,5076.041378
,,,,,,,,6559,1544.721423,8445.354041,5392.173659
,,,,,,,,6560,1867.807298,9044.408454,6055.985541
,,,,,,,,6561,1895.287016,9046.489275,6553.79485
,,,,,,,,6562,1773.169823,8912.875239,6349.810563
,,,,,,,,6563,1634.199094,8741.017703,6297.38495
,,,,,,,,6564,1484.06202,8541.898993,5942.879255
,,,,,,,,6565,1412.649542,8279.458085,5669.397818
,,,,,,,,6566,1372.926324,8217.342884,5506.999831
,,,,,,,,6567,1391.287438,8200.548393,5428.035933
,,,,,,,,6568,1454.89257,8235.989098,5476.860244
,,,,,,,,6569,1569.885245,8494.724318,5675.868939
,,,,,,,,6570,1720.712181,8869.872037,6148.645921
,,,,,,,,6571,1900.626386,9627.289083,6725.867147
,,,,,,,,6572,2051.010777,9611.101238,6901.775798
,,,,,,,,6573,2049.307692,9334.124775,6636.633335
,,,,,,,,6574,1998.630927,8898.736919,6365.928445
,,,,,,,,6575,1987.823523,8757.735733,5697.430126
,,,,,,,,6576,1959.365295,8648.884974,5661.049997
,,,,,,,,6577,1927.733218,8417.49593,5412.754232
,,,,,,,,6578,1623.227395,8109.370496,5476.212294
,,,,,,,,6579,1399.175039,7486.464827,5331.690039
,,,,,,,,6580,1241.951145,7116.315686,5184.63445
,,,,,,,,6581,1200.180588,7085.171555,5139.482617
,,,,,,,,6582,1212.448693,7419.803261,5251.527278
,,,,,,,,6583,1368.140084,8481.112859,5492.592459
,,,,,,,,6584,1531.451403,8813.906445,6279.60532
,,,,,,,,6585,1629.687521,8760.054931,6459.548215
,,,,,,,,6586,1529.267063,8646.319127,6220.358885
,,,,,,,,6587,1278.960695,8483.141171,5788.573592
,,,,,,,,6588,1107.629709,8292.473748,5436.185791
,,,,,,,,6589,1025.972565,8177.671519,5095.54125
,,,,,,,,6590,1031.775268,8118.656817,5018.235113
,,,,,,,,6591,1056.411676,8094.164034,4963.072242
,,,,,,,,6592,1121.414403,8093.902218,5001.451362
,,,,,,,,6593,1223.581486,8266.365939,5220.802813
,,,,,,,,6594,1360.413301,8589.540151,5698.810271
,,,,,,,,6595,1598.37371,9175.636662,6319.726786
,,,,,,,,6596,1787.755359,9253.23276,6484.42305
,,,,,,,,6597,1598.421549,9078.250104,6096.511775
,,,,,,,,6598,1470.073494,8692.732009,5592.077098
,,,,,,,,6599,1426.922287,8649.192656,5379.421554
,,,,,,,,6600,1491.338985,8541.795687,5408.385303
,,,,,,,,6601,1549.953222,8307.163628,5206.527798
,,,,,,,,6602,1340.17027,7955.942437,5303.579629
,,,,,,,,6603,1183.532062,7386.58403,4993.284746
,,,,,,,,6604,1100.914779,7046.087235,4773.455429
,,,,,,,,6605,1020.353687,7031.200647,4706.338036
,,,,,,,,6606,1072.067546,7323.478905,4893.064009
,,,,,,,,6607,1183.286795,8395.49262,5350.852248
,,,,,,,,6608,1336.461457,8740.452541,5550.124451
,,,,,,,,6609,1440.417153,8742.902936,5797.014724
,,,,,,,,6610,1483.048824,8579.54093,5648.318724
,,,,,,,,6611,1425.514304,8452.429215,5264.663924
,,,,,,,,6612,1342.137276,8303.731469,4994.005863
,,,,,,,,6613,1275.496479,8214.991863,4753.045505
,,,,,,,,6614,1250.705445,8186.607737,4614.671403
,,,,,,,,6615,1317.631543,8211.845742,4657.724478
,,,,,,,,6616,1368.47981,8262.431418,4794.887484
,,,,,,,,6617,1443.407849,8412.275862,5121.980528
,,,,,,,,6618,1662.734542,8623.583639,5477.969085
,,,,,,,,6619,1776.890932,9056.028336,5942.773865
,,,,,,,,6620,1795.803839,9074.476581,6168.233873
,,,,,,,,6621,1635.174717,8849.753884,5772.056482
,,,,,,,,6622,1520.559153,8533.768789,5497.152533
,,,,,,,,6623,1508.251857,8499.44237,5397.755667
,,,,,,,,6624,1621.500573,8359.41703,5502.006004
,,,,,,,,6625,1656.832346,8077.117579,5324.082302
,,,,,,,,6626,1470.76947,7691.627438,5461.01778
,,,,,,,,6627,1286.837395,7185.603234,5211.941832
,,,,,,,,6628,1263.071422,6831.581357,5061.76705
,,,,,,,,6629,1313.614719,6809.626725,5040.954712
,,,,,,,,6630,1377.710925,7148.641409,5177.612217
,,,,,,,,6631,1539.972026,8149.727371,5442.168122
,,,,,,,,6632,1720.591625,8507.504341,5720.038163
,,,,,,,,6633,1811.13938,8604.845422,6162.489843
,,,,,,,,6634,1811.883143,8575.45882,6118.995771
,,,,,,,,6635,1674.648623,8511.957235,5757.056891
,,,,,,,,6636,1602.133748,8426.729202,5490.633865
,,,,,,,,6637,1503.059226,8409.687017,5121.346914
,,,,,,,,6638,1456.853946,8452.36607,5030.651023
,,,,,,,,6639,1500.69582,8536.336888,5010.256908
,,,,,,,,6640,1550.6955,8639.387471,5118.699144
,,,,,,,,6641,1656.615198,8767.338959,5354.43199
,,,,,,,,6642,1875.651385,8886.001597,5975.639692
,,,,,,,,6643,2083.23602,9310.663713,6552.412867
,,,,,,,,6644,2191.332229,9241.030596,6728.00576
,,,,,,,,6645,2158.088502,8986.779725,6492.957915
,,,,,,,,6646,2159.549427,8561.47407,6004.437158
,,,,,,,,6647,2081.778401,8525.821718,5661.567708
,,,,,,,,6648,2115.194393,8412.55038,5735.013177
,,,,,,,,6649,2074.30061,8130.363914,5580.843605
,,,,,,,,6650,1742.873618,7701.09173,5627.733268
,,,,,,,,6651,1525.163244,7145.61718,5359.784171
,,,,,,,,6652,1360.57943,6812.193489,5098.785508
,,,,,,,,6653,1318.018129,6779.660707,5041.41859
,,,,,,,,6654,1399.341403,7137.771802,5243.343284
,,,,,,,,6655,1560.879114,8087.641975,5526.119706
,,,,,,,,6656,1755.319645,8514.537734,5923.227219
,,,,,,,,6657,1829.585277,8672.73786,6495.024238
,,,,,,,,6658,1804.0752,8725.108219,6334.04611
,,,,,,,,6659,1667.315931,8578.221057,6007.205539
,,,,,,,,6660,1480.839383,8483.161233,5545.226904
,,,,,,,,6661,1386.623936,8384.671423,5372.249263
,,,,,,,,6662,1371.137472,8302.599908,5186.969852
,,,,,,,,6663,1395.361483,8252.922287,5136.884784
,,,,,,,,6664,1435.805652,8268.481622,5285.879199
,,,,,,,,6665,1549.321613,8405.470159,5663.500563
,,,,,,,,6666,1778.28319,8702.59629,6163.787787
,,,,,,,,6667,2013.565634,9037.438868,6621.326003
,,,,,,,,6668,2135.01345,8961.266401,6765.946295
,,,,,,,,6669,2160.585376,8785.286827,6567.654671
,,,,,,,,6670,2119.676653,8545.098251,5968.307734
,,,,,,,,6671,2077.863526,8570.664888,5624.836705
,,,,,,,,6672,2106.488556,8538.890187,5654.277187
,,,,,,,,6673,2055.525299,8191.141285,5440.176184
,,,,,,,,6674,1778.984195,7728.064341,5474.833023
,,,,,,,,6675,1482.157387,7202.303856,5230.475565
,,,,,,,,6676,1409.276937,6848.345486,5027.303926
,,,,,,,,6677,1317.310993,6738.642127,4922.568104
,,,,,,,,6678,1352.794572,6820.122122,4963.483846
,,,,,,,,6679,1445.693062,7101.175991,5108.505707
,,,,,,,,6680,1508.004239,7490.210596,5233.217208
,,,,,,,,6681,1496.641904,8054.091428,5291.864583
,,,,,,,,6682,1471.073034,8180.733254,5167.893049
,,,,,,,,6683,1340.631802,8090.626593,4883.272284
,,,,,,,,6684,1229.241419,7920.669723,4532.255083
,,,,,,,,6685,1116.265176,7776.732772,4240.420013
,,,,,,,,6686,1033.437,7656.95978,4088.063459
,,,,,,,,6687,1027.283423,7632.996301,4091.206119
,,,,,,,,6688,1095.736482,7740.039951,4268.459052
,,,,,,,,6689,1237.483355,8010.209452,4567.499158
,,,,,,,,6690,1485.747043,8403.339396,4985.109029
,,,,,,,,6691,1887.612599,8960.067954,5582.97117
,,,,,,,,6692,2041.577554,8901.110698,5878.608685
,,,,,,,,6693,2013.70114,8667.585417,5638.691984
,,,,,,,,6694,1980.072315,8469.229713,5503.678285
,,,,,,,,6695,1921.89358,8403.070492,5444.215789
,,,,,,,,6696,2014.477856,8249.944766,5499.853015
,,,,,,,,6697,2016.816607,7771.852241,5333.308294
,,,,,,,,6698,1728.939365,7387.549508,5401.534592
,,,,,,,,6699,1448.95727,6954.710859,5198.351501
,,,,,,,,6700,1323.886664,6694.186082,5040.050942
,,,,,,,,6701,1267.202649,6688.919027,4971.832722
,,,,,,,,6702,1298.193604,6786.863648,4978.551822
,,,,,,,,6703,1328.541179,7099.57589,5101.906922
,,,,,,,,6704,1370.520784,7532.476776,5203.832811
,,,,,,,,6705,1382.664655,8028.380538,5285.476092
,,,,,,,,6706,1337.337591,8086.850621,5195.054251
,,,,,,,,6707,1229.031926,7929.3525,4905.402102
,,,,,,,,6708,1103.566617,7757.612907,4567.602486
,,,,,,,,6709,986.3117236,7606.326717,4269.44803
,,,,,,,,6710,887.5407562,7434.402231,4121.331127
,,,,,,,,6711,912.8077414,7440.050189,4093.903021
,,,,,,,,6712,990.8061973,7568.254536,4316.805985
,,,,,,,,6713,1139.205574,7742.735102,4636.716613
,,,,,,,,6714,1372.282184,8043.608645,5062.326954
,,,,,,,,6715,1661.440547,8459.954425,5479.613269
,,,,,,,,6716,1935.059841,8601.722525,5804.80835
,,,,,,,,6717,1902.592678,8444.722759,5552.577173
,,,,,,,,6718,1755.578216,8305.930366,5332.472382
,,,,,,,,6719,1597.292513,8094.439362,5125.830599
,,,,,,,,6720,1712.241568,7729.607564,5200.9083
,,,,,,,,6721,1794.563178,7402.347856,5055.973237
,,,,,,,,6722,1480.543499,7040.853569,5261.240542
,,,,,,,,6723,1233.668068,6678.55695,5082.498271
,,,,,,,,6724,1135.856756,6586.647612,4974.325814
,,,,,,,,6725,1089.253225,6587.450681,5063.350658
,,,,,,,,6726,1126.124023,6792.003062,5389.420405
,,,,,,,,6727,1143.324131,7103.661751,6468.777942
,,,,,,,,6728,1246.018496,7492.041757,6536.003821
,,,,,,,,6729,1267.437501,7852.117778,6463.087276
,,,,,,,,6730,1211.691311,7926.861195,6223.615612
,,,,,,,,6731,1036.829474,7751.749508,5872.958852
,,,,,,,,6732,970.8292539,7559.572142,5566.878073
,,,,,,,,6733,833.3181246,7349.736175,5305.439841
,,,,,,,,6734,764.5464312,7217.877468,5180.697926
,,,,,,,,6735,827.8281404,7278.923582,5075.934877
,,,,,,,,6736,966.2137273,7515.513835,5267.134216
,,,,,,,,6737,1193.843048,7852.993966,5520.352824
,,,,,,,,6738,1496.418262,8242.55519,5893.036497
,,,,,,,,6739,1799.720547,8585.779311,6401.927588
,,,,,,,,6740,2089.029098,8684.252052,6620.883276
,,,,,,,,6741,2039.36213,8505.142985,6104.046088
,,,,,,,,6742,1814.943135,8296.880556,5505.281572
,,,,,,,,6743,1707.862707,8254.766264,5326.109378
,,,,,,,,6744,1857.632367,8100.099365,5478.255726
,,,,,,,,6745,1997.703948,7818.501666,5375.761453
,,,,,,,,6746,1775.374842,7296.122505,5458.282059
,,,,,,,,6747,1565.402871,6933.573308,5273.656107
,,,,,,,,6748,1442.213369,6809.393667,5217.139099
,,,,,,,,6749,1431.445973,7096.427704,5324.549019
,,,,,,,,6750,1541.77501,8008.447493,5643.462169
,,,,,,,,6751,1803.989466,8651.704135,6777.911395
,,,,,,,,6752,2024.830511,8874.431074,6755.252438
,,,,,,,,6753,1967.488277,8817.546288,6696.401095
,,,,,,,,6754,1869.875528,8676.733208,6478.014138
,,,,,,,,6755,1730.316475,8521.572834,6210.510441
,,,,,,,,6756,1595.875975,8346.539143,5903.423086
,,,,,,,,6757,1464.815635,8232.009315,5603.885604
,,,,,,,,6758,1410.496127,8096.83541,5483.27476
,,,,,,,,6759,1341.648358,7988.977906,5531.721292
,,,,,,,,6760,1389.349339,8154.890312,5664.027732
,,,,,,,,6761,1528.918552,8464.348798,5979.67134
,,,,,,,,6762,1728.944215,8712.532704,6390.45447
,,,,,,,,6763,2010.067716,9135.00711,6768.634224
,,,,,,,,6764,2249.919116,9201.274576,6946.841038
,,,,,,,,6765,2281.066988,8942.606479,6650.754846
,,,,,,,,6766,2153.070461,8782.006067,5845.169535
,,,,,,,,6767,1884.260161,8692.190773,5641.792766
,,,,,,,,6768,1920.580093,8564.490647,5724.313232
,,,,,,,,6769,2012.683224,8321.931302,5604.838133
,,,,,,,,6770,1790.072056,7733.744395,5730.648179
,,,,,,,,6771,1607.143348,7266.105028,5568.758871
,,,,,,,,6772,1490.728234,7167.876773,5402.933888
,,,,,,,,6773,1562.643784,7484.998817,5520.265492
,,,,,,,,6774,1717.433689,8417.408976,5942.293931
,,,,,,,,6775,2099.392096,8956.666624,7069.782007
,,,,,,,,6776,2265.798093,9102.950113,7038.992985
,,,,,,,,6777,2118.415128,8953.472539,6802.249937
,,,,,,,,6778,1917.315261,8854.589706,6554.245214
,,,,,,,,6779,1692.998874,8654.342669,6286.857151
,,,,,,,,6780,1570.641181,8502.428699,5980.332067
,,,,,,,,6781,1466.920787,8297.01829,5716.077393
,,,,,,,,6782,1361.246315,8215.243328,5562.794634
,,,,,,,,6783,1318.333639,8157.486946,5497.21416
,,,,,,,,6784,1392.96804,8330.996193,5724.615821
,,,,,,,,6785,1554.358526,8682.161638,6019.186783
,,,,,,,,6786,1779.903776,9073.183343,6312.768516
,,,,,,,,6787,2057.665051,9567.955748,6658.630364
,,,,,,,,6788,2272.191048,9437.488301,6882.717508
,,,,,,,,6789,2288.018949,9175.100112,6594.228578
,,,,,,,,6790,2155.662963,8964.940618,5784.134538
,,,,,,,,6791,1889.695588,8786.732902,5542.44014
,,,,,,,,6792,1933.011223,8636.58592,5658.922661
,,,,,,,,6793,2015.281328,8403.675539,5553.269795
,,,,,,,,6794,1778.566513,7740.09084,5677.975023
,,,,,,,,6795,1573.539782,7331.464499,5493.682514
,,,,,,,,6796,1486.190711,7221.719131,5394.984288
,,,,,,,,6797,1505.742817,7535.08897,5526.701934
,,,,,,,,6798,1714.842647,8516.046893,5931.273073
,,,,,,,,6799,2080.391381,9124.304645,7133.593761
,,,,,,,,6800,2294.417515,9279.516384,7086.302866
,,,,,,,,6801,2172.522072,9150.082446,6835.377702
,,,,,,,,6802,2028.484761,8984.728351,6538.380956
,,,,,,,,6803,1839.885046,8712.085359,6230.822388
,,,,,,,,6804,1656.89404,8505.394902,5880.48011
,,,,,,,,6805,1515.53681,8357.518515,5635.582798
,,,,,,,,6806,1469.66927,8265.728154,5508.780187
,,,,,,,,6807,1481.266695,8201.579562,5425.851168
,,,,,,,,6808,1484.003742,8254.861153,5553.89011
,,,,,,,,6809,1601.419263,8585.059333,5894.841197
,,,,,,,,6810,1818.121541,8945.12174,6277.478088
,,,,,,,,6811,2092.778902,9446.570913,6670.387898
,,,,,,,,6812,2268.041714,9644.199832,6903.656005
,,,,,,,,6813,2279.816967,9309.298108,6579.353091
,,,,,,,,6814,2204.124147,8985.119087,5801.48292
,,,,,,,,6815,1968.984839,8795.037826,5560.300557
,,,,,,,,6816,1978.109964,8630.429589,5646.621464
,,,,,,,,6817,2059.642211,8402.590001,5508.983588
,,,,,,,,6818,1802.362683,7842.359345,5647.006459
,,,,,,,,6819,1594.516897,7385.63444,5479.203693
,,,,,,,,6820,1495.933305,7288.491517,5419.783166
,,,,,,,,6821,1530.197385,7589.860748,5552.790264
,,,,,,,,6822,1691.933913,8530.750175,5910.573904
,,,,,,,,6823,2055.888263,9104.718415,7078.12484
,,,,,,,,6824,2196.217954,9278.587137,6981.795014
,,,,,,,,6825,2032.293734,9175.046659,6750.675794
,,,,,,,,6826,1811.066468,8933.744188,6426.837418
,,,,,,,,6827,1629.906501,8716.142628,6067.32105
,,,,,,,,6828,1514.470112,8556.488304,5659.229062
,,,,,,,,6829,1433.088877,8472.182886,5377.740934
,,,,,,,,6830,1408.892031,8325.08363,5099.166658
,,,,,,,,6831,1405.785667,8254.931039,4785.557334
,,,,,,,,6832,1361.898501,8332.347049,4866.470387
,,,,,,,,6833,1426.894497,8595.011016,5080.406682
,,,,,,,,6834,1624.90367,8876.349425,5310.48685
,,,,,,,,6835,1855.668713,9272.324935,5749.246227
,,,,,,,,6836,2128.778122,9424.201532,6220.083816
,,,,,,,,6837,2127.012485,9186.771019,5905.267587
,,,,,,,,6838,1959.47187,9010.280702,5630.13576
,,,,,,,,6839,1814.33864,8926.332606,5488.419818
,,,,,,,,6840,1858.355992,8751.654725,5623.368035
,,,,,,,,6841,1861.500436,8474.239357,5455.347995
,,,,,,,,6842,1644.110245,7784.770542,5592.995018
,,,,,,,,6843,1377.543672,7311.468137,5392.015263
,,,,,,,,6844,1283.794635,7129.144015,5271.168577
,,,,,,,,6845,1238.208537,7226.618085,5298.379479
,,,,,,,,6846,1284.816512,7467.38018,5377.342189
,,,,,,,,6847,1398.666906,8107.882778,5514.783013
,,,,,,,,6848,1614.975505,8568.704112,5561.352802
,,,,,,,,6849,1548.972904,8696.998895,5538.078514
,,,,,,,,6850,1404.567714,8492.113216,5297.634127
,,,,,,,,6851,1200.055149,8200.435315,4971.015155
,,,,,,,,6852,1049.408596,7953.645378,4616.259714
,,,,,,,,6853,941.5736556,7756.331543,4320.563639
,,,,,,,,6854,957.5452362,7628.32522,4160.298745
,,,,,,,,6855,913.0512924,7595.753873,4158.835469
,,,,,,,,6856,942.0828713,7714.238929,4355.258873
,,,,,,,,6857,1050.42067,7924.386164,4643.132698
,,,,,,,,6858,1208.913656,8311.068462,4995.577615
,,,,,,,,6859,1376.779862,8754.046608,5342.412004
,,,,,,,,6860,1540.299036,8868.724495,5578.206564
,,,,,,,,6861,1536.568485,8687.985212,5515.071117
,,,,,,,,6862,1513.1298,8537.249728,5402.10024
,,,,,,,,6863,1402.138638,8433.737755,5288.728724
,,,,,,,,6864,1519.063124,8060.084024,5398.082531
,,,,,,,,6865,1587.333322,7690.095053,5210.539748
,,,,,,,,6866,1372.838399,7318.661973,5335.265688
,,,,,,,,6867,1130.508775,6923.780222,5123.549075
,,,,,,,,6868,1046.303292,6845.23416,4984.967291
,,,,,,,,6869,1001.408791,6890.311542,4964.009181
,,,,,,,,6870,1014.502735,7047.193256,5022.874185
,,,,,,,,6871,984.545366,7417.697138,5133.973034
,,,,,,,,6872,1019.782167,7973.143096,5171.459061
,,,,,,,,6873,970.8774234,8194.866601,5099.694732
,,,,,,,,6874,855.3587773,8123.691421,5046.886673
,,,,,,,,6875,716.2538409,7871.70888,4732.949474
,,,,,,,,6876,627.2208429,7666.440994,4377.714196
,,,,,,,,6877,522.1207146,7469.548432,4118.657636
,,,,,,,,6878,472.7764772,7341.84808,3977.18466
,,,,,,,,6879,563.7538584,7313.266253,4002.561836
,,,,,,,,6880,642.9625723,7396.168049,4230.075762
,,,,,,,,6881,847.0273549,7594.284948,4548.213692
,,,,,,,,6882,1130.889309,8006.52896,4894.968581
,,,,,,,,6883,1301.971806,8522.44578,5233.645355
,,,,,,,,6884,1454.771677,8704.565867,5448.578862
,,,,,,,,6885,1320.191157,8506.15447,5348.352849
,,,,,,,,6886,1130.977496,8286.9407,5094.439318
,,,,,,,,6887,1088.37822,8022.841769,4803.26076
,,,,,,,,6888,1306.200037,7663.900399,4947.81969
,,,,,,,,6889,1389.16736,7416.410225,4806.246147
,,,,,,,,6890,1174.303222,7063.899423,5065.044701
,,,,,,,,6891,1047.91578,6802.312734,4869.765593
,,,,,,,,6892,965.933966,6772.942274,4784.480133
,,,,,,,,6893,990.396426,7144.774317,4924.978778
,,,,,,,,6894,1164.468923,8054.717435,5286.886913
,,,,,,,,6895,1493.598415,8741.070519,6086.698206
,,,,,,,,6896,1600.757607,8992.194048,6326.740188
,,,,,,,,6897,1464.571799,8927.703177,6324.92309
,,,,,,,,6898,1328.715904,8801.121408,6040.79771
,,,,,,,,6899,1190.154381,8599.598511,5661.428341
,,,,,,,,6900,1114.238322,8433.393823,5325.424535
,,,,,,,,6901,1035.720378,8300.592465,5003.451638
,,,,,,,,6902,1010.578271,8238.49939,4847.145894
,,,,,,,,6903,945.8154244,8204.570332,4623.863476
,,,,,,,,6904,1129.322717,8350.097173,4952.489419
,,,,,,,,6905,1167.232385,8622.31302,5440.220994
,,,,,,,,6906,1361.549632,8840.959052,5612.207449
,,,,,,,,6907,1626.012693,9030.053311,5806.93503
,,,,,,,,6908,1876.232641,9022.657441,5997.677835
,,,,,,,,6909,1836.232245,8636.62293,5567.118909
,,,,,,,,6910,1585.69339,8470.902887,5289.900432
,,,,,,,,6911,1357.973945,8391.798362,5099.963404
,,,,,,,,6912,1414.246197,8198.248804,5208.04106
,,,,,,,,6913,1486.689758,7847.735911,5077.501075
,,,,,,,,6914,1319.498315,7328.477295,5262.39387
,,,,,,,,6915,1062.829485,6986.655435,5049.374427
,,,,,,,,6916,998.355474,6895.042669,4949.684876
,,,,,,,,6917,933.151629,7142.06409,5027.019
,,,,,,,,6918,1122.968052,7967.942413,5410.581692
,,,,,,,,6919,1527.630876,8557.241506,6585.548127
,,,,,,,,6920,1816.23225,8748.697369,6661.611646
,,,,,,,,6921,1667.844914,8772.830384,6662.46796
,,,,,,,,6922,1441.989362,8664.504202,6374.321654
,,,,,,,,6923,1254.953259,8445.860466,5996.046984
,,,,,,,,6924,1164.637659,8310.178032,5580.144906
,,,,,,,,6925,1095.832491,8206.467524,5290.954081
,,,,,,,,6926,1076.165323,8077.939474,5142.967966
,,,,,,,,6927,1066.634577,8159.278233,5050.127637
,,,,,,,,6928,1165.353616,8286.163346,5428.826531
,,,,,,,,6929,1393.519178,8451.606024,5695.853842
,,,,,,,,6930,1657.44221,8518.337187,6006.283296
,,,,,,,,6931,1865.178325,8822.601299,6362.263769
,,,,,,,,6932,1998.956578,8881.036103,6504.680986
,,,,,,,,6933,1929.867191,8591.6963,6099.054124
,,,,,,,,6934,1637.401063,8432.6709,5430.734805
,,,,,,,,6935,1411.833046,8318.0219,5247.095565
,,,,,,,,6936,1535.995807,8132.324604,5352.814885
,,,,,,,,6937,1669.256146,7788.172659,5183.74418
,,,,,,,,6938,1488.901185,7305.985162,5322.846252
,,,,,,,,6939,1272.173974,6874.295337,5124.296816
,,,,,,,,6940,1166.216275,6781.918526,5018.82696
,,,,,,,,6941,1152.633447,7118.071082,5141.402753
,,,,,,,,6942,1272.767046,7913.569953,5483.09505
,,,,,,,,6943,1629.060482,8548.413511,6643.249087
,,,,,,,,6944,1904.336292,8782.309168,6671.575032
,,,,,,,,6945,1738.179167,8778.627204,6489.364116
,,,,,,,,6946,1624.73018,8668.116195,6272.316756
,,,,,,,,6947,1451.181602,8450.44297,6010.749356
,,,,,,,,6948,1304.476857,8292.144662,5800.590654
,,,,,,,,6949,1164.943111,8212.023694,5537.506098
,,,,,,,,6950,1133.439887,8121.951012,5460.922047
,,,,,,,,6951,1214.294501,8072.869492,5407.707829
,,,,,,,,6952,1328.889645,8218.016357,5675.950247
,,,,,,,,6953,1535.819842,8389.06315,6011.289188
,,,,,,,,6954,1876.351603,8527.66565,6289.388867
,,,,,,,,6955,2098.939005,8809.904206,6538.88898
,,,,,,,,6956,2213.289277,8948.356284,6718.472637
,,,,,,,,6957,2146.129929,8638.019883,6413.79395
,,,,,,,,6958,1870.056983,8513.373641,5668.576403
,,,,,,,,6959,1578.412574,8410.991197,5484.340416
,,,,,,,,6960,1558.415681,8272.713293,5583.995291
,,,,,,,,6961,1568.333299,7919.609326,5480.865757
,,,,,,,,6962,1304.590973,7392.299982,5574.029482
,,,,,,,,6963,1068.900956,7001.304276,5369.831695
,,,,,,,,6964,992.368684,6912.2919,5217.1857
,,,,,,,,6965,990.190711,7251.664666,5310.953299
,,,,,,,,6966,1137.820233,8110.219241,5613.563824
,,,,,,,,6967,1524.166216,8646.466056,6715.9446
,,,,,,,,6968,1817.95143,8750.711843,6649.321251
,,,,,,,,6969,1583.759793,8735.566854,6541.467692
,,,,,,,,6970,1418.354227,8645.762527,6315.197429
,,,,,,,,6971,1275.666061,8425.880409,5991.617368
,,,,,,,,6972,1110.085052,8242.444334,5587.691513
,,,,,,,,6973,1005.821116,8152.381134,5290.186842
,,,,,,,,6974,1002.90587,8005.974438,5234.677241
,,,,,,,,6975,978.8704924,8054.314837,5187.081933
,,,,,,,,6976,1058.498292,8197.662335,5436.565482
,,,,,,,,6977,1210.579071,8386.429415,5772.763634
,,,,,,,,6978,1481.241484,8635.816521,6065.558421
,,,,,,,,6979,1773.981755,8981.290477,6411.39038
,,,,,,,,6980,1978.837785,9122.991064,6635.288165
,,,,,,,,6981,1930.323421,8712.721122,6308.045165
,,,,,,,,6982,1647.468809,8569.098917,5534.347884
,,,,,,,,6983,1422.174851,8463.535648,5279.851832
,,,,,,,,6984,1475.128372,8288.477997,5413.828633
,,,,,,,,6985,1495.740426,8012.315208,5286.109245
,,,,,,,,6986,1323.712883,7500.64176,5403.56525
,,,,,,,,6987,1084.257484,7122.430016,5264.375334
,,,,,,,,6988,1045.786511,7010.861459,5154.325785
,,,,,,,,6989,1073.952591,7324.659408,5276.698025
,,,,,,,,6990,1289.779426,8195.749884,5656.237602
,,,,,,,,6991,1726.968807,8682.473998,6905.996768
,,,,,,,,6992,2001.137043,8909.253776,6954.834797
,,,,,,,,6993,1886.049226,8862.172191,6737.450944
,,,,,,,,6994,1728.633943,8708.820673,6424.482066
,,,,,,,,6995,1558.942086,8479.435739,6116.029949
,,,,,,,,6996,1415.240101,8293.2842,5729.815751
,,,,,,,,6997,1323.132381,8121.66326,5369.362059
,,,,,,,,6998,1261.875762,8029.026341,5106.080923
,,,,,,,,6999,1229.104455,7975.356333,4894.146488
,,,,,,,,7000,1266.693676,8088.463096,5065.884866
,,,,,,,,7001,1425.316849,8185.878062,5210.261845
,,,,,,,,7002,1644.608781,8312.07379,5455.044876
,,,,,,,,7003,1821.552054,8640.212417,5811.242949
,,,,,,,,7004,1960.135593,8842.034056,6150.917829
,,,,,,,,7005,1934.221458,8619.151462,5682.086128
,,,,,,,,7006,1793.910049,8575.876641,5394.804536
,,,,,,,,7007,1594.363586,8595.212363,5238.134623
,,,,,,,,7008,1651.650706,8432.264983,5313.813977
